cpu_0_idle,cpu_0_iowait,cpu_0_irq,cpu_0_nice,cpu_0_softirq,cpu_0_steal,cpu_0_system,cpu_0_user,cpu_1_idle,cpu_1_iowait,cpu_1_irq,cpu_1_nice,cpu_1_softirq,cpu_1_steal,cpu_1_system,cpu_1_user,cpu_2_idle,cpu_2_iowait,cpu_2_irq,cpu_2_nice,cpu_2_softirq,cpu_2_steal,cpu_2_system,cpu_2_user,cpu_3_idle,cpu_3_iowait,cpu_3_irq,cpu_3_nice,cpu_3_softirq,cpu_3_steal,cpu_3_system,cpu_3_user,memory_used_bytes,node_memory_Buffers_bytes,node_memory_Cached_bytes,node_memory_MemAvailable_bytes,node_memory_MemFree_bytes,node_memory_MemTotal_bytes
60.620,2.885,3.473,0.000,0.000,3.113,0.410,0.000,44.120,3.593,0.761,0.000,5.168,0.000,1.832,8.997,59.062,1.057,0.000,1.936,0.000,1.336,0.000,1.512,63.956,0.000,0.000,0.000,2.126,0.797,2.441,0.000,1630727422.136,114921077.379,5472641676.587,6692549378.673,1204636883.617,8323276801.555
58.910,0.040,0.000,0.000,0.000,0.000,0.450,0.390,58.920,0.060,0.000,0.000,0.000,0.000,0.430,0.430,58.710,0.060,0.000,0.000,0.000,0.000,0.500,0.500,58.850,0.040,0.000,0.000,0.000,0.000,0.410,0.540,1247006720,117379072,5563174912,7076270080,1500401664,8323276800
58.730,0.080,0.000,0.000,0.000,0.000,0.520,0.420,58.770,0.060,0.000,0.000,0.000,0.000,0.460,0.510,59.010,0.070,0.000,0.000,0.000,0.000,0.310,0.370,58.840,0.010,0.000,0.000,0.000,0.000,0.410,0.510,1248747520,117379072,5563355136,7074529280,1498480640,8323276800
58.850,0.030,0.000,0.000,0.000,0.000,0.520,0.390,59.270,0.050,0.000,0.000,0.010,0.000,0.220,0.250,58.660,0.040,0.000,0.000,0.010,0.000,0.530,0.570,58.640,0.070,0.000,0.000,0.000,0.000,0.530,0.590,1249361920,117379072,5559730176,7073914880,1501507584,8323276800
42.627,0.000,0.000,0.006,0.000,0.000,0.440,14.661,42.440,0.135,0.021,0.081,0.043,0.015,0.563,14.953,42.552,0.000,0.000,0.000,0.000,0.159,0.662,14.380,42.673,0.000,0.000,0.184,0.000,0.069,0.309,15.048,1246845765.940,117379072.243,5558235335.982,7076431034.047,1505567656.016,8323276800.012
29.717,0.000,0.223,0.279,0.000,0.000,0.236,28.430,29.485,0.152,0.145,0.194,0.046,0.000,0.457,28.225,29.951,0.111,0.000,0.000,0.211,0.000,0.452,28.043,29.891,0.000,0.016,0.015,0.000,0.041,0.093,28.743,1250424327.487,117379072.048,5575529041.447,7072852472.439,1484393953.303,8323276800.089
15.955,0.249,0.029,0.000,0.000,0.000,0.071,43.043,15.837,0.075,0.000,0.000,0.064,0.144,0.000,42.893,15.731,0.000,0.000,0.107,0.000,0.085,0.742,42.323,16.152,0.019,0.000,0.000,0.077,0.000,0.817,42.645,1248352564.821,117379072.251,5563046334.864,7074924235.218,1499204365.073,8323276799.979
0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.34,59.96,0.0,0.0,0.0,0.0,0.0,0.0,0.89,59.4,1241423872,117379072,5562433536,7081852928,1506750464,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.31,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.69,59.63,0.0,0.0,0.0,0.0,0.0,0.0,0.45,59.85,0.0,0.0,0.0,0.0,0.0,0.0,0.32,59.99,1255088128,117379072,5538623488,7068188672,1517273088,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.14,0.0,0.0,0.0,0.0,0.01,0.0,0.41,59.98,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,59.57,1257066496,117379072,5560672256,7066210304,1492897792,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.13,0.0,0.0,0.0,0.0,0.0,0.0,1.13,59.19,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.06,1260589056,117379072,5560934400,7062687744,1489113088,8323276800
8.823,0.019,0.000,0.000,0.064,0.000,0.335,51.569,9.008,0.173,0.000,0.164,0.120,0.223,0.264,51.393,9.007,0.204,0.000,0.000,0.070,0.000,0.658,51.114,8.905,0.000,0.048,0.034,0.000,0.074,0.578,51.140,1250318449.221,117379071.911,5558696405.597,7072958350.859,1501648367.990,8323276800.035
10.883,0.000,0.000,0.000,0.158,0.116,0.315,50.442,10.930,0.002,0.055,0.000,0.000,0.059,0.499,49.981,11.024,0.013,0.058,0.048,0.099,0.000,0.399,50.434,10.710,0.000,0.020,0.167,0.000,0.000,0.823,49.730,1249260893.822,117379071.987,5560989339.737,7074015906.109,1500356153.794,8323276799.967
18.607,0.136,0.000,0.009,0.000,0.000,0.388,43.054,18.643,0.000,0.053,0.000,0.000,0.006,0.297,42.919,18.310,0.140,0.000,0.091,0.126,0.019,0.207,43.633,18.453,0.190,0.048,0.000,0.000,0.140,0.587,43.179,1247961501.950,117379071.993,5555972007.393,7075315297.961,1506744295.691,8323276800.262
15.963,0.113,0.000,0.000,0.071,0.000,0.323,44.524,15.781,0.069,0.000,0.008,0.000,0.066,0.734,44.165,16.202,0.229,0.092,0.000,0.130,0.000,0.168,44.403,16.285,0.216,0.116,0.000,0.000,0.161,0.188,44.448,1252624783.608,117379072.058,5563576015.057,7070652016.230,1494381480.389,8323276800.001
26.943,0.000,0.182,0.029,0.037,0.000,0.355,32.717,27.061,0.000,0.027,0.000,0.138,0.000,0.239,32.903,26.732,0.000,0.000,0.000,0.175,0.202,0.564,32.611,26.624,0.000,0.101,0.144,0.131,0.008,0.588,32.992,1248554067.167,117379072.050,5560768118.505,7074722732.819,1501289978.259,8323276799.875
28.89,0.03,0.0,0.0,0.0,0.0,0.53,30.66,28.93,0.01,0.0,0.0,0.01,0.0,0.43,30.78,28.98,0.03,0.0,0.0,0.0,0.0,0.34,30.77,28.7,0.02,0.0,0.0,0.0,0.0,0.51,30.9,1254236160,117379072,5562179584,7069040640,1494192128,8323276800
29.01,0.06,0.0,0.0,0.0,0.0,0.39,30.63,29.06,0.02,0.0,0.0,0.01,0.0,0.4,30.63,28.98,0.01,0.0,0.0,0.0,0.0,0.42,30.72,28.92,0.03,0.0,0.0,0.0,0.0,0.41,30.75,1241292800,117379072,5561679872,7081984000,1507635200,8323276800
29.11,0.07,0.0,0.0,0.0,0.0,0.4,30.39,29.08,0.02,0.0,0.0,0.0,0.0,0.45,30.42,28.92,0.04,0.0,0.0,0.0,0.0,0.46,30.56,29.1,0.01,0.0,0.0,0.0,0.0,0.42,30.49,1247186944,117379072,5563318272,7076089856,1500078080,8323276800
29.18,0.02,0.0,0.0,0.0,0.0,0.37,30.51,28.98,0.02,0.0,0.0,0.0,0.0,0.36,30.75,28.95,0.04,0.0,0.0,0.01,0.0,0.4,30.72,28.73,0.02,0.0,0.0,0.0,0.0,0.52,30.83,1259495424,117379072,5560963072,7063781376,1490178048,8323276800
29.07,0.03,0.0,0.0,0.01,0.0,0.55,30.38,28.99,0.02,0.0,0.0,0.0,0.0,0.5,30.56,29.12,0.02,0.0,0.0,0.0,0.0,0.42,30.53,29.29,0.06,0.0,0.0,0.0,0.0,0.33,30.38,1251287040,117379072,5559889920,7071989760,1499439104,8323276800
28.81,0.02,0.0,0.0,0.0,0.0,0.58,30.73,29.14,0.02,0.0,0.0,0.01,0.0,0.32,30.66,28.89,0.01,0.0,0.0,0.0,0.0,0.44,30.82,29.01,0.02,0.0,0.0,0.0,0.0,0.39,30.76,1255014400,117379072,5562171392,7068262400,1493422080,8323276800
23.259,0.000,4.496,0.000,1.118,3.011,4.105,37.371,21.557,3.795,0.000,6.317,0.000,7.515,0.000,40.890,23.937,0.000,0.931,0.000,0.000,0.149,2.220,39.975,23.209,0.000,0.000,1.550,2.546,0.000,0.000,46.593,1698036501.124,115843667.081,5479856766.552,6625240284.472,1120215125.382,8323276799.823
14.657,0.000,0.000,0.000,0.000,0.000,0.954,42.132,12.073,8.467,0.000,1.738,0.000,0.000,1.439,44.672,10.833,0.000,3.312,2.395,0.000,0.000,0.000,42.264,18.794,3.718,0.000,9.116,2.728,0.976,0.000,48.216,1516685602.654,112623683.718,5347290764.546,6806591193.366,1428670238.225,8323276806.088
5.967,0.786,4.987,0.000,5.177,0.000,6.813,44.138,3.201,9.036,0.000,0.000,0.000,1.998,4.221,58.600,0.000,0.000,0.000,7.483,0.000,0.000,4.412,62.177,9.650,7.244,6.041,0.000,4.082,0.000,3.660,57.707,2137079483.979,112803831.329,5322232491.936,6186197314.291,829119915.715,8323276797.080
0.0,0.0,0.0,0.0,0.01,0.0,0.24,60.03,0.0,0.0,0.0,0.0,0.0,0.0,1.1,59.18,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.16,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.06,2692091904,110727168,5220536320,5631184896,346951680,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.07,59.28,0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.23,1933135872,110727168,5220773888,6390140928,1105604608,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.12,59.21,2677485568,106577920,5107707904,5645791232,497352704,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.25,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.53,59.79,0.0,0.0,0.0,0.0,0.0,0.0,0.74,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.14,2700525568,106577920,5107662848,5622751232,474472448,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.3,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.09,60.27,0.0,0.0,0.0,0.0,0.0,0.0,0.65,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.68,59.68,2730893312,106577920,5107662848,5592383488,444121088,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,60.22,0.0,0.0,0.0,0.0,0.0,0.0,1.06,59.2,0.0,0.0,0.0,0.0,0.01,0.0,0.29,59.96,2680270848,110727168,5220777984,5643005952,358481920,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.32,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,60.29,0.0,0.0,0.0,0.0,0.0,0.0,1.03,59.31,2716684288,106577920,5107724288,5606592512,458088448,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.81,59.49,0.0,0.0,0.0,0.0,0.0,0.0,0.36,59.94,1890234368,106577920,5107875840,6433042432,1267757056,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.06,0.0,0.0,0.0,0.0,0.01,0.0,0.31,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.17,60.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.28,2522025984,106577920,5107654656,5801250816,652574720,8323276800
9.608,0.000,12.791,9.658,5.356,0.000,8.216,44.902,0.000,15.913,4.212,0.000,12.587,0.302,3.286,50.241,0.000,0.000,8.400,9.388,0.000,2.245,3.554,61.469,12.095,0.000,0.000,12.117,8.633,7.669,7.718,44.503,2360093934.671,110222092.429,5203676792.238,5963182857.625,693924768.647,8323276807.161
19.827,5.109,1.817,1.358,0.369,0.000,15.006,48.209,0.000,6.906,14.344,2.470,6.135,0.000,15.535,68.226,48.160,0.000,0.000,0.000,0.000,2.493,0.000,19.772,14.331,5.133,0.000,16.905,0.000,0.000,0.000,40.369,1662203474.527,105933407.656,5085769097.831,6661073343.929,1524691508.916,8323276802.703
28.283,10.260,0.000,3.210,0.000,0.000,3.284,31.990,43.944,4.186,0.000,0.000,6.114,0.000,6.552,39.519,33.095,0.000,3.320,0.000,0.076,6.934,6.905,13.403,0.000,0.000,0.000,0.000,0.000,1.227,20.282,45.893,2200739385.193,105864541.624,5086431784.627,6122537429.929,980118010.346,8323276806.929
38.301,11.603,5.764,0.016,0.000,6.168,0.000,8.801,4.304,0.000,0.000,0.087,2.993,0.000,2.949,63.183,53.040,0.000,0.000,2.835,0.000,1.061,0.000,17.651,28.336,0.000,0.000,0.000,0.000,0.000,4.676,37.521,2585549157.122,106571600.146,5102357600.281,5737727647.528,564268741.945,8323276795.597
46.143,0.000,2.093,4.510,0.000,0.000,8.138,9.832,32.820,0.000,0.278,0.000,0.000,0.000,0.000,36.856,28.132,1.098,0.000,10.287,0.000,4.170,0.000,28.095,39.014,5.907,9.325,0.000,1.166,2.499,2.062,16.224,1553023384.103,108734288.313,5166656141.496,6770253396.171,1549773018.713,8323276806.245
57.81,0.02,0.0,0.0,0.01,0.0,0.86,0.91,57.82,0.09,0.0,0.0,0.0,0.0,0.81,0.89,0.0,0.0,0.0,0.0,0.0,0.0,8.0,52.27,57.93,0.05,0.0,0.0,0.0,0.0,0.74,0.91,1440563200,110727168,5220753408,6882713600,1598181376,8323276800
58.41,0.08,0.0,0.0,0.0,0.0,0.78,0.63,58.02,0.07,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,27.31,33.03,59.05,0.04,0.0,0.0,0.0,0.0,0.43,0.34,2687270912,110727168,5220753408,5636005888,351490048,8323276800
57.92,0.1,0.0,0.0,0.01,0.0,0.87,1.28,58.44,0.06,0.0,0.0,0.01,0.0,0.74,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.62,59.33,58.16,0.05,0.0,0.0,0.01,0.0,0.92,1.19,2665730048,110727168,5220749312,5657546752,373018624,8323276800
55.846,5.738,0.901,0.000,9.518,2.607,0.000,7.726,81.791,2.860,0.000,0.000,10.783,0.000,0.000,5.975,40.061,0.000,0.000,0.000,0.000,2.754,16.519,18.403,8.417,2.424,6.480,0.000,0.000,0.000,13.280,34.279,1718669150.637,109870751.189,5222972763.549,6604607653.558,1338583403.576,8323276810.655
46.629,1.682,0.000,2.935,0.000,3.658,0.000,17.275,0.000,0.000,6.209,0.000,0.000,0.000,5.924,64.107,60.389,9.539,0.000,0.294,0.000,0.000,1.413,0.000,59.750,7.780,0.226,0.000,1.803,3.062,0.000,7.675,2005230714.292,109780008.918,5236241226.162,6318046105.102,1041450452.276,8323276806.825
33.724,0.000,0.621,4.150,0.000,0.000,8.891,25.492,19.754,0.000,4.378,4.391,3.259,0.000,5.303,47.094,22.826,4.564,2.685,8.470,2.551,0.000,0.000,42.965,32.224,1.192,0.000,0.000,0.000,7.900,0.527,26.519,2103658817.641,111427742.644,5313297528.055,6219617982.705,878968016.872,8323276795.486
28.797,0.000,4.715,0.000,0.000,4.954,4.662,35.978,0.000,0.536,0.000,2.248,12.164,0.000,6.762,51.373,64.566,0.000,4.916,0.000,0.392,0.000,0.000,0.435,0.000,0.000,3.359,3.315,6.059,0.000,8.476,59.338,1645716341.085,112202204.183,5361449553.067,6677560470.315,1293356296.688,8323276800.480
15.147,7.776,0.000,0.000,3.846,4.217,0.000,47.332,31.406,0.337,0.000,0.000,0.000,0.000,0.000,23.985,11.619,0.000,0.000,0.000,0.000,5.165,4.118,47.706,9.479,2.702,0.000,1.392,5.272,0.729,2.652,55.089,889094931.410,114394180.271,5442152957.940,7434181867.743,1962736205.204,8323276799.142
12.913,4.614,1.529,4.349,3.032,0.000,0.000,47.892,9.371,0.717,0.000,1.899,0.000,0.000,11.470,59.165,22.891,1.425,0.000,0.581,0.000,0.000,0.000,42.500,2.052,1.198,0.000,0.000,2.542,0.000,2.537,58.934,1396096589.242,115716084.431,5494602190.532,6927180203.717,1408543060.592,8323276800.425
0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.58,59.71,0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.1,0.0,0.0,0.0,0.0,0.01,0.0,0.72,59.57,1251786752,117379072,5538820096,7071490048,1520377856,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.53,59.77,0.0,0.0,0.0,0.0,0.0,0.0,0.64,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.05,1249959936,117379072,5563760640,7073316864,1496850432,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.24,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,59.66,0.0,0.0,0.0,0.0,0.0,0.0,0.55,59.73,1258561536,117379072,5560700928,7064715264,1491374080,8323276800
11.488,3.821,3.284,0.000,3.483,0.577,4.046,48.955,19.848,0.000,4.811,3.827,0.917,0.000,0.000,39.096,2.594,1.089,0.000,0.000,1.927,3.064,7.787,58.562,1.215,0.000,0.000,0.008,0.000,0.000,3.348,55.996,1321092142.852,113806323.326,5436157447.060,7002184656.963,1556228223.139,8323276805.265
25.346,0.000,0.000,1.555,0.000,0.000,0.000,32.127,15.040,0.000,0.000,3.896,1.885,3.399,2.019,40.118,7.725,0.000,3.715,0.000,8.599,0.000,14.644,45.040,38.794,4.332,0.000,0.000,0.000,5.173,0.000,29.385,1664109955.095,114771604.114,5426220197.302,6659166843.969,1192663356.097,8323276797.084
37.553,14.834,0.000,0.000,9.839,1.731,0.000,25.060,70.980,7.803,9.515,0.000,3.958,2.329,0.000,3.024,0.000,0.000,0.000,0.000,0.277,0.270,20.261,70.737,27.058,0.000,6.284,9.810,0.000,1.501,12.741,30.664,2180906250.867,112098647.199,5314815867.899,6142370536.702,793595176.341,8323276788.669
46.361,9.427,2.487,0.000,0.000,1.066,0.943,15.289,74.432,0.000,0.000,0.000,9.656,4.475,0.000,0.000,41.236,2.379,0.000,0.445,5.598,0.000,0.000,14.930,0.000,0.000,2.275,3.467,2.104,7.740,18.679,65.858,1790588613.945,108097397.579,5181653177.568,6532688197.343,1316187700.311,8323276783.055
57.57,0.07,0.0,0.0,0.01,0.0,0.88,1.09,58.52,0.05,0.0,0.0,0.01,0.0,0.49,0.54,0.0,0.0,0.0,0.0,0.0,0.0,8.66,51.63,57.67,0.06,0.0,0.0,0.01,0.0,0.9,0.96,2109669376,110727168,5220745216,6213607424,929083392,8323276800
57.68,0.36,0.0,0.0,0.01,0.0,0.74,0.8,57.58,0.13,0.0,0.0,0.01,0.0,0.79,1.14,0.0,0.0,0.0,0.0,0.0,0.0,3.07,57.22,57.81,0.19,0.0,0.0,0.01,0.0,0.76,0.9,2702045184,106577920,5107642368,5621231616,472989696,8323276800
57.88,0.07,0.0,0.0,0.01,0.0,0.99,1.15,58.35,0.19,0.0,0.0,0.01,0.0,0.63,0.98,0.0,0.0,0.0,0.0,0.0,0.0,15.57,45.25,58.09,0.29,0.0,0.0,0.0,0.0,0.73,1.05,1794031616,110727168,5220737024,6529245184,1244712960,8323276800
58.61,0.05,0.0,0.0,0.01,0.0,0.53,0.55,0.0,0.0,0.0,0.0,0.0,0.0,11.06,49.24,58.22,0.08,0.0,0.0,0.0,0.0,0.69,0.82,57.95,0.06,0.0,0.0,0.01,0.0,0.79,1.04,2678157312,110727168,5220683776,5645119488,360722432,8323276800
57.57,0.26,0.0,0.0,0.0,0.0,0.83,0.99,57.85,0.17,0.0,0.0,0.0,0.0,0.76,0.91,0.0,0.0,0.0,0.0,0.0,0.0,5.27,55.02,58.0,0.23,0.0,0.0,0.01,0.0,0.66,0.84,2671001600,110727168,5220741120,5652275200,367755264,8323276800
58.0,0.06,0.0,0.0,0.0,0.0,0.84,0.98,58.89,0.08,0.0,0.0,0.0,0.0,0.42,0.51,58.24,0.05,0.0,0.0,0.0,0.0,0.76,0.89,0.0,0.0,0.0,0.0,0.0,0.0,13.51,46.88,2682966016,110727168,5220540416,5640310784,356073472,8323276800
58.45,0.07,0.0,0.0,0.01,0.0,0.61,0.58,58.4,0.08,0.0,0.0,0.01,0.0,0.54,0.78,0.0,0.0,0.0,0.0,0.0,0.0,28.58,31.78,57.99,0.08,0.0,0.0,0.01,0.0,0.8,0.98,2412376064,110727168,5220745216,5910900736,626130944,8323276800
58.04,0.05,0.0,0.0,0.01,0.0,0.79,0.72,57.89,0.06,0.0,0.0,0.01,0.0,0.89,0.79,0.0,0.0,0.0,0.0,0.0,0.0,12.27,48.04,57.79,0.1,0.0,0.0,0.0,0.0,0.8,0.99,2677432320,110727168,5220532224,5645844480,365924352,8323276800
57.77,0.34,0.0,0.0,0.01,0.0,0.89,1.13,0.0,0.0,0.0,0.0,0.0,0.0,16.9,43.91,57.8,0.24,0.0,0.0,0.0,0.0,0.89,1.24,58.55,0.15,0.0,0.0,0.0,0.0,0.67,0.83,2706567168,106577920,5107638272,5616709632,468520960,8323276800
57.69,0.06,0.0,0.0,0.0,0.0,0.9,0.87,58.3,0.08,0.0,0.0,0.01,0.0,0.43,0.86,0.0,0.0,0.0,0.0,0.0,0.0,8.8,51.44,57.78,0.06,0.0,0.0,0.01,0.0,0.88,0.89,1461313536,106582016,5107920896,6861963264,1696563200,8323276800
50.343,0.000,15.457,2.711,0.464,2.810,4.559,14.508,57.217,8.789,6.328,11.058,0.000,0.000,0.000,5.699,0.000,0.000,0.000,0.000,0.000,0.000,19.633,36.102,46.641,0.000,0.000,0.000,0.000,3.781,0.000,7.144,2326423492.536,108215189.336,5150652022.458,5996853300.043,801969552.314,8323276791.516
39.986,1.758,3.308,8.231,8.486,12.079,0.682,18.024,43.501,4.921,0.216,3.391,3.140,1.773,0.000,12.980,2.461,0.000,3.121,3.993,4.699,2.054,3.838,45.234,39.470,14.848,13.712,0.000,0.000,0.000,0.000,15.732,3068719774.857,112318967.355,5267430058.178,5254557029.769,0.000,8323276801.566
